Company name,State,Segment,Type,Website,Growth stage,Employees,Industries,HQ city,HQ address,Tagline,LinkedIn,Profile,Job openings,Accredited sponsor,Hires international students
DataGO,Victoria,scaleup,saas,http://www.datago.co,early stage,1,enterprise software,Melbourne,"Melbourne, Australia",dataGO prepaid international and roaming SIM cards for NZ US EU Asia,https://www.linkedin.com/company/datago-co/,https://ecosystem.innovationvictoria.com/companies/datago,0,,
DataJPS,Victoria,startup,big data;subscription;saas,https://datajps.com,early stage,1,enterprise software,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",Enterprise architecture insights and analytics for optimizing software development processes,https://www.linkedin.com/company/datajps/,https://ecosystem.innovationvictoria.com/companies/datajps,0,,
Datalis,Victoria,startup,subscription;saas,http://datalis.app,early stage,1,enterprise software,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",A platform for users to get direct compensation with their data,https://www.linkedin.com/company/datalisapp/,https://ecosystem.innovationvictoria.com/companies/datalis,1,,
Datarock,Victoria,startup,artificial intelligence;machine learning;subscription;saas,http://datarock.com.au,early stage,11-50,enterprise software,Melbourne,"Queen Street, 3000 Melbourne, Australia","Help transform mining data into actionable insights. Geologists, Geotechnical Engineers and Exploration Professionals leverage the online platform and consulting team to improve their ore body knowledge",https://www.linkedin.com/company/datarock-au/,https://ecosystem.innovationvictoria.com/companies/datarock,1,,
Datasec Solutions,Victoria,scaleup,artificial intelligence;hardware;3d technology;deep tech;machine learning;virtual reality;connected device;mobile app;iot internetofthings;subscription;selling own inventory;saas;marketplace & ecommerce,http://www.datasec.com.au,early stage,2-10,security;enterprise software,Melbourne,"Rooks Road, Nunawading, Melbourne, City of Whitehorse, Victoria, 3132, Australia","Cyber security solutions designed for productivity, security and convenience",https://www.linkedin.com/company/datasec-solutions-pty-ltd/,https://ecosystem.innovationvictoria.com/companies/datasec_solutions,0,,
DataTrue,Victoria,scaleup,subscription;saas,http://datatrue.com,early stage,2-10,enterprise software,Melbourne,"3000 Melbourne, Australia",International leader in delivering enterprise-grade assurance for the tags and data collected on websites,https://www.linkedin.com/company/datatrue/,https://ecosystem.innovationvictoria.com/companies/datatrue,0,,
Datonyx AI,Victoria,startup,big data;saas,http://datonyx.ai,early stage,1,enterprise software,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",AI-powered data solutions for industrial process optimization,https://www.linkedin.com/company/datonyx-ai/,https://ecosystem.innovationvictoria.com/companies/datonyx_ai,0,,
davinci+,Victoria,startup,subscription;saas,http://davinciplus.com,early stage,2-10,event tech,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia","The proprietary DaVinci+ platform creates and manages the data required to establish a simple to operate, measurable loyalty program linked to member’s passion, providing transaction data and personalised media to create a real-time connection between the club, members and partners",https://www.linkedin.com/company/davinciplus/,https://ecosystem.innovationvictoria.com/companies/davinci_3,0,,
Day by Day,Victoria,startup,blockchain,http://daybyday.io,early stage,11-50,fintech;home living,Melbourne,"3000 Melbourne, Australia",Day By Day | Blockchain Asset Platform | Asset Management Reimagined,https://www.linkedin.com/company/daybydayio/,https://ecosystem.innovationvictoria.com/companies/day_by_day_2,0,,
Daylight,Victoria,startup,subscription;saas,https://daylight.it.com,early stage,2-10,security,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",AI-powered managed cyber threat detection and response,https://www.linkedin.com/company/daylightyourdigitalchiefofstaff/,https://ecosystem.innovationvictoria.com/companies/daylight_4,0,,
Dazhboards,Victoria,startup,artificial intelligence;saas,https://dazhboards.ai,early stage,2-10,travel;enterprise software,Melbourne,"Moray Street, South Melbourne, Melbourne, City of Port Phillip, Victoria, 3205, Australia","AI-powered Business Intelligence and sustainability software for tours and activities, driving financial growth and positive impact",https://www.linkedin.com/company/dazhboards/,https://ecosystem.innovationvictoria.com/companies/dazhboards,0,,
Dazychain,Victoria,scaleup,subscription;saas,https://dazychain.com,early stage,1,legal,Melbourne,"447, Collins Street, Melbourne, City of Melbourne, Victoria, 3000, Australia","Legal matter management software for in-house legal teams. Simple, cost-effective, end-to-end matter management for smaller corporate teams. People, matters and insights  all in one place",https://www.linkedin.com/company/incisive-development-limited/,https://ecosystem.innovationvictoria.com/companies/dazychain,0,,
DBS Tech,Victoria,startup,commission;manufacturing,http://dbstech.com.au,early stage,2-10,health,Melbourne,"East Melbourne, Melbourne, City of Melbourne, Victoria, 3002, Australia",,https://www.linkedin.com/company/dbstech/,https://ecosystem.innovationvictoria.com/companies/dbs_tech,0,,
DC Power Co,Victoria,startup,,http://dcpowerco.com.au/,early stage,,real estate;energy,Melbourne,"3065 Melbourne, Australia",DC Power Co is a customer-owned solar-focused electricity company,,https://ecosystem.innovationvictoria.com/companies/dc_power_co,0,,
DCANN AI,Victoria,startup,artificial intelligence;subscription;saas,http://dcannai.com,early stage,2-10,media;enterprise software,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",Locally hosted AI to help our users generate accurate and context-specific results,https://www.linkedin.com/company/dcann-ai/,https://ecosystem.innovationvictoria.com/companies/dcann_ai,0,,
DCCA,Victoria,startup,manufacturing,https://www.dcca.au,early stage,1,energy,Melbourne,"470, St Kilda Road, Melbourne, City of Port Phillip, Victoria, 3004, Australia","Expert civil engineering design services for infrastructure, land development, and renewable energy projects",https://www.linkedin.com/company/dcca-pty-ltd/,https://ecosystem.innovationvictoria.com/companies/dcca,0,,
Dcisive.io,Victoria,startup,artificial intelligence;subscription;saas,http://dcisive.io,early stage,2-10,enterprise software,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",AI-enabled unstructured data management and analytics platform,https://www.linkedin.com/company/dcisive-pty-ltd/,https://ecosystem.innovationvictoria.com/companies/dcisive_io,0,,
DDS4U (Darshan Digital Solutions),Victoria,startup,subscription;saas,http://dds4u.com.au,early stage,2-10,enterprise software,Melbourne,"Hope Street, Springvale, Melbourne, City of Greater Dandenong, Victoria, 3171, Australia","A Dynamic, Sector Agnostic, AI powered CRM Platform",https://www.linkedin.com/company/dds4u/,https://ecosystem.innovationvictoria.com/companies/dds4u_com_au,0,,
Deal Once,Victoria,startup,,http://dealonce.com,early stage,,marketing,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",AI-powered video marketplace for local commerce.,https://www.linkedin.com/company/deal-once/,https://ecosystem.innovationvictoria.com/companies/deal_once,0,,
Dealer Drive,Victoria,scaleup,mobile app;subscription;saas,http://dealerdrive.com.au,early stage,2-10,fintech,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia","Automotive software streamlining fleet management, staff coordination, and marketing for dealerships and OEMs",https://www.linkedin.com/company/dealer-drive/,https://ecosystem.innovationvictoria.com/companies/dealer_drive,0,,
DeCarbonate Energy Pty Ltd,Victoria,startup,commission;manufacturing,https://www.dc8.energy/,early stage,1,energy,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",Waste Plastic to High Value Oil,https://www.linkedin.com/company/dc8energy/,https://ecosystem.innovationvictoria.com/companies/decarbonate_energy_pty_ltd,0,,
DeciphrAI,Victoria,startup,subscription,http://deciphr.ai,early stage,2-10,media,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",Automate your podcast content workflow,https://www.linkedin.com/company/deciphrai/,https://ecosystem.innovationvictoria.com/companies/deciphrai,0,,
Deck Works.co,Victoria,scaleup,commission,https://pitchfast.co,early stage,2-10,media,Melbourne,"Melbourne, Australia",Creating compelling investor pitch deck for startups that clearly expressing business idea in as few words as possible,https://www.linkedin.com/company/deck-works/,https://ecosystem.innovationvictoria.com/companies/deck_works_co,0,,
Deckle,Victoria,startup,subscription,http://deckle.app,early stage,2-10,event tech,Melbourne,"700, Swanston Street, Carlton, Melbourne, City of Melbourne, Victoria, 3053, Australia","Manage your time, stay motivated",https://www.linkedin.com/company/deckleapp/,https://ecosystem.innovationvictoria.com/companies/deckle,0,,
Deeligence,Victoria,startup,saas,http://deeligence.com,early stage,2-10,legal,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",Better workflows for legal due diligence,https://www.linkedin.com/company/deeligence/,https://ecosystem.innovationvictoria.com/companies/deeligence,0,,
Deep Blue Company,Victoria,scaleup,,http://deepbluecompany.com.au,breakout stage,51-200,real estate,Melbourne,"Melbourne, Australia","Building a better way to buy, sell and settle properties in Australia",https://www.linkedin.com/company/deep-blue-company/,https://ecosystem.innovationvictoria.com/companies/deep_blue_company,1,,
Deep Vitals,Victoria,startup,iot internetofthings;commission;manufacturing,http://deep-vitals.com,early stage,1,health,,"Victoria, Australia","Wearable technology providing accessible, pain-free health monitoring",https://www.linkedin.com/company/deepvitals/,https://ecosystem.innovationvictoria.com/companies/deep_vitals,0,,
Deepcision.Ai,Victoria,startup,commission;manufacturing,https://deepcision.ai,early stage,1,energy;robotics,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",Tailored AI solutions and digitalization journey training.,https://www.linkedin.com/company/iadshk/,https://ecosystem.innovationvictoria.com/companies/deepcision_ai,0,,
DeepDerm,Victoria,startup,commission;manufacturing,https://deepderm.app,early stage,2-10,health,Carlton,"Melbourne Connect, 700, Swanston Street, Carlton, Melbourne, City of Melbourne, Victoria, 3053, Australia",AI-powered multimodal imaging for early skin cancer detection.,https://www.linkedin.com/company/deepderm/,https://ecosystem.innovationvictoria.com/companies/deepderm,0,,
Deepen App,Victoria,startup,advertising;saas,http://deepenapp.com,early stage,2-10,media;event tech,Melbourne,"Melbourne, Australia","Deepen is a hybrid events app for churches that enables audiences to easily follow along with the message, engage and respond, whether meeting in person or online",https://www.linkedin.com/company/deepenapp/,https://ecosystem.innovationvictoria.com/companies/deepenapp,0,,
Deepwater,Victoria,startup,subscription;saas,https://www.deepwater.studio/,early stage,2-10,real estate;energy,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",Microgrid design and control optimisation,https://www.linkedin.com/company/shrunk/,https://ecosystem.innovationvictoria.com/companies/deepwater,0,,
DefendTex,Victoria,scaleup,selling own inventory;manufacturing,https://www.defendtex.com/,breakout stage,51-200,security,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",DefendTex is an innovator in Defence R&D for asymmetric warfare,https://www.linkedin.com/company/defendtex/,https://ecosystem.innovationvictoria.com/companies/defendtex,2,,
DefibsPlus,Victoria,scaleup,manufacturing,http://defibsplus.com.au,early stage,2-10,health,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",Automated external defibrillators and preparedness training provider.,https://www.linkedin.com/company/defibsplus/,https://ecosystem.innovationvictoria.com/companies/defibsplus,0,,
Deftbiotech,Victoria,startup,nanotech;commission;manufacturing,https://www.deftbiotech.com,early stage,,health,Hawthorn,"Hawthorn, City of Boroondara, Victoria, 3122, Australia",Topical antifungal peptide treatment for fungal infections.,,https://ecosystem.innovationvictoria.com/companies/deftbiotech,0,,
DelayPay,Victoria,startup,subscription;marketplace & ecommerce,http://delaypay.com.au,early stage,2-10,fintech,Melbourne,"Melbourne, Australia","With DelayPay you can buy the agricultural goods you need, when you need them, and have up to six months to pay them off",https://www.linkedin.com/company/delaypay/,https://ecosystem.innovationvictoria.com/companies/delaypay,0,,
Deliciou,Victoria,startup,selling own inventory;manufacturing,http://deliciou.com,early stage,2-10,food,Melbourne,"3000 Melbourne, Australia",Healthy snacks and premium seasonings that are fun and easy to use,https://www.linkedin.com/company/deliciou/,https://ecosystem.innovationvictoria.com/companies/deliciou,0,,
